shape,time,contract,value,Load Zone
OFFPEAK,1609459200000,NEB,20.55,North
OFFPEAK,1612137600000,NEB,20.01,North
OFFPEAK,1614556800000,NEB,17.1,North
OFFPEAK,1617235200000,NEB,15.89,North
OFFPEAK,1619827200000,NEB,17.2,North
OFFPEAK,1622505600000,NEB,19.01,North
OFFPEAK,1625097600000,NEB,24.36,North
OFFPEAK,1627776000000,NEB,27.34,North
OFFPEAK,1630454400000,NEB,17.92,North
OFFPEAK,1633046400000,NEB,16.01,North
OFFPEAK,1635724800000,NEB,15.51,North
OFFPEAK,1638316800000,NEB,16.42,North
OFFPEAK,1640995200000,NEB,19.34,North
OFFPEAK,1643673600000,NEB,18.93,North
OFFPEAK,1646092800000,NEB,16.09,North
ONPEAK,1554076800000,NEP,37.35,Nepool
ONPEAK,1556668800000,NEP,29,Nepool
ONPEAK,1559347200000,NEP,32.65,Nepool
ONPEAK,1561939200000,NEP,42.35,Nepool
ONPEAK,1564617600000,NEP,40.05,Nepool
ONPEAK,1567296000000,NEP,35.85,Nepool
ONPEAK,1569888000000,NEP,35.2,Nepool
ONPEAK,1572566400000,NEP,45.6,Nepool
ONPEAK,1575158400000,NEP,65.25,Nepool
ONPEAK,1577836800000,NEP,81.15,Nepool
ONPEAK,1580515200000,NEP,77.8,Nepool
ONPEAK,1583020800000,NEP,52.35,Nepool
ONPEAK,1585699200000,NEP,37.45,Nepool
ONPEAK,1588291200000,NEP,30.9,Nepool
ONPEAK,1590969600000,NEP,33.7,Nepool
ONPEAK,1593561600000,NEP,42.05,Nepool
ONPEAK,1596240000000,NEP,41.25,Nepool
ONPEAK,1598918400000,NEP,34.2,Nepool
ONPEAK,1601510400000,NEP,33.5,Nepool
ONPEAK,1604188800000,NEP,45,Nepool
ONPEAK,1606780800000,NEP,65.8,Nepool
ONPEAK,1609459200000,NEP,82,Nepool
ONPEAK,1612137600000,NEP,79.8,Nepool
ONPEAK,1614556800000,NEP,53.85,Nepool
ONPEAK,1617235200000,NEP,34.4,Nepool
ONPEAK,1619827200000,NEP,32.65,Nepool
ONPEAK,1622505600000,NEP,32.8,Nepool
ONPEAK,1625097600000,NEP,42.05,Nepool
ONPEAK,1627776000000,NEP,41.6,Nepool
ONPEAK,1630454400000,NEP,32.7,Nepool
ONPEAK,1633046400000,NEP,33.1,Nepool
ONPEAK,1635724800000,NEP,41.05,Nepool
ONPEAK,1638316800000,NEP,61.85,Nepool
ONPEAK,1640995200000,NEP,81.2,Nepool
ONPEAK,1643673600000,NEP,78.95,Nepool
ONPEAK,1646092800000,NEP,52.8,Nepool
OFFPEAK,1554076800000,NGO,25.6,Zone G
OFFPEAK,1556668800000,NGO,20.25,Zone G
OFFPEAK,1559347200000,NGO,22.75,Zone G
OFFPEAK,1561939200000,NGO,26.9,Zone G
OFFPEAK,1564617600000,NGO,25.65,Zone G
OFFPEAK,1567296000000,NGO,22.85,Zone G
OFFPEAK,1569888000000,NGO,22.45,Zone G
OFFPEAK,1572566400000,NGO,27.4,Zone G
OFFPEAK,1575158400000,NGO,36.25,Zone G
OFFPEAK,1577836800000,NGO,57.95,Zone G
OFFPEAK,1580515200000,NGO,57.15,Zone G
OFFPEAK,1583020800000,NGO,32.5,Zone G
OFFPEAK,1585699200000,NGO,25.25,Zone G
OFFPEAK,1588291200000,NGO,22.35,Zone G
OFFPEAK,1590969600000,NGO,22,Zone G
OFFPEAK,1593561600000,NGO,26.4,Zone G
OFFPEAK,1596240000000,NGO,25.5,Zone G
OFFPEAK,1598918400000,NGO,22.6,Zone G
OFFPEAK,1601510400000,NGO,23.25,Zone G
OFFPEAK,1604188800000,NGO,27.8,Zone G
OFFPEAK,1606780800000,NGO,40.3,Zone G
OFFPEAK,1609459200000,NGO,59.05,Zone G
OFFPEAK,1612137600000,NGO,55.6,Zone G
OFFPEAK,1614556800000,NGO,30.85,Zone G
OFFPEAK,1617235200000,NGO,26.4,Zone G
OFFPEAK,1619827200000,NGO,24.35,Zone G
OFFPEAK,1622505600000,NGO,25.25,Zone G
OFFPEAK,1625097600000,NGO,29.4,Zone G
OFFPEAK,1627776000000,NGO,26.75,Zone G
OFFPEAK,1630454400000,NGO,25.15,Zone G
OFFPEAK,1633046400000,NGO,26.5,Zone G
OFFPEAK,1635724800000,NGO,28.45,Zone G
OFFPEAK,1638316800000,NGO,41,Zone G
OFFPEAK,1640995200000,NGO,59.1,Zone G
OFFPEAK,1643673600000,NGO,55.6,Zone G
OFFPEAK,1646092800000,NGO,35.95,Zone G
ONPEAK,1554076800000,NGY,34,Zone G
ONPEAK,1556668800000,NGY,29.15,Zone G
ONPEAK,1559347200000,NGY,32.1,Zone G
ONPEAK,1561939200000,NGY,40.15,Zone G
ONPEAK,1564617600000,NGY,38.35,Zone G
ONPEAK,1567296000000,NGY,33.9,Zone G
ONPEAK,1569888000000,NGY,31.55,Zone G
ONPEAK,1572566400000,NGY,35.7,Zone G
ONPEAK,1575158400000,NGY,48.3,Zone G
ONPEAK,1577836800000,NGY,68.4,Zone G
ONPEAK,1580515200000,NGY,65.75,Zone G
ONPEAK,1583020800000,NGY,41.45,Zone G
ONPEAK,1585699200000,NGY,34.15,Zone G
ONPEAK,1588291200000,NGY,31.2,Zone G
ONPEAK,1590969600000,NGY,33.45,Zone G
ONPEAK,1593561600000,NGY,41.35,Zone G
ONPEAK,1596240000000,NGY,37.85,Zone G
ONPEAK,1598918400000,NGY,33.8,Zone G
ONPEAK,1601510400000,NGY,31.9,Zone G
ONPEAK,1604188800000,NGY,35.1,Zone G
ONPEAK,1606780800000,NGY,46.75,Zone G
ONPEAK,1609459200000,NGY,68.6,Zone G
ONPEAK,1612137600000,NGY,66,Zone G
ONPEAK,1614556800000,NGY,41.2,Zone G
ONPEAK,1617235200000,NGY,36.65,Zone G
ONPEAK,1619827200000,NGY,35.1,Zone G
ONPEAK,1622505600000,NGY,35.9,Zone G
ONPEAK,1625097600000,NGY,44.35,Zone G
ONPEAK,1627776000000,NGY,40.95,Zone G
ONPEAK,1630454400000,NGY,36.1,Zone G
ONPEAK,1633046400000,NGY,34.7,Zone G
ONPEAK,1635724800000,NGY,38.6,Zone G
ONPEAK,1638316800000,NGY,51.55,Zone G
ONPEAK,1640995200000,NGY,75.95,Zone G
ONPEAK,1643673600000,NGY,73.2,Zone G
ONPEAK,1646092800000,NGY,45.95,Zone G
OFFPEAK,1554076800000,NJO,26.65,Zone J
OFFPEAK,1556668800000,NJO,21.05,Zone J
OFFPEAK,1559347200000,NJO,23.85,Zone J
OFFPEAK,1561939200000,NJO,29.2,Zone J
OFFPEAK,1564617600000,NJO,27.2,Zone J
OFFPEAK,1567296000000,NJO,23.85,Zone J
OFFPEAK,1569888000000,NJO,23.5,Zone J
OFFPEAK,1572566400000,NJO,28.55,Zone J
OFFPEAK,1575158400000,NJO,37.35,Zone J
OFFPEAK,1577836800000,NJO,61.25,Zone J
OFFPEAK,1580515200000,NJO,59.45,Zone J
OFFPEAK,1583020800000,NJO,34.55,Zone J
OFFPEAK,1585699200000,NJO,26.5,Zone J
OFFPEAK,1588291200000,NJO,23.65,Zone J
OFFPEAK,1590969600000,NJO,23.05,Zone J
OFFPEAK,1593561600000,NJO,28.95,Zone J
OFFPEAK,1596240000000,NJO,27.85,Zone J
OFFPEAK,1598918400000,NJO,23.7,Zone J
OFFPEAK,1601510400000,NJO,24.15,Zone J
OFFPEAK,1604188800000,NJO,29,Zone J
OFFPEAK,1606780800000,NJO,42,Zone J
OFFPEAK,1609459200000,NJO,66.8,Zone J
OFFPEAK,1612137600000,NJO,64.55,Zone J
OFFPEAK,1614556800000,NJO,31.8,Zone J
OFFPEAK,1617235200000,NJO,26.7,Zone J
OFFPEAK,1619827200000,NJO,26.5,Zone J
OFFPEAK,1622505600000,NJO,27.05,Zone J
OFFPEAK,1625097600000,NJO,31.55,Zone J
OFFPEAK,1627776000000,NJO,30.5,Zone J
OFFPEAK,1630454400000,NJO,26.9,Zone J
OFFPEAK,1633046400000,NJO,25.15,Zone J
OFFPEAK,1635724800000,NJO,27.4,Zone J
OFFPEAK,1638316800000,NJO,41.6,Zone J
OFFPEAK,1640995200000,NJO,62.45,Zone J
OFFPEAK,1643673600000,NJO,60.15,Zone J
OFFPEAK,1646092800000,NJO,42.55,Zone J
ONPEAK,1554076800000,NJY,36.65,Zone J
ONPEAK,1556668800000,NJY,32.75,Zone J
ONPEAK,1559347200000,NJY,34.85,Zone J
ONPEAK,1561939200000,NJY,46.65,Zone J
ONPEAK,1564617600000,NJY,42.75,Zone J
ONPEAK,1567296000000,NJY,36.55,Zone J
ONPEAK,1569888000000,NJY,34.85,Zone J
ONPEAK,1572566400000,NJY,39.05,Zone J
ONPEAK,1575158400000,NJY,51.45,Zone J
ONPEAK,1577836800000,NJY,76.1,Zone J
ONPEAK,1580515200000,NJY,70.65,Zone J
ONPEAK,1583020800000,NJY,45.7,Zone J
ONPEAK,1585699200000,NJY,37.3,Zone J
ONPEAK,1588291200000,NJY,34,Zone J
ONPEAK,1590969600000,NJY,36.35,Zone J
ONPEAK,1593561600000,NJY,47,Zone J
ONPEAK,1596240000000,NJY,43.55,Zone J
ONPEAK,1598918400000,NJY,36.55,Zone J
ONPEAK,1601510400000,NJY,35.25,Zone J
ONPEAK,1604188800000,NJY,37.8,Zone J
ONPEAK,1606780800000,NJY,50.15,Zone J
ONPEAK,1609459200000,NJY,80.95,Zone J
ONPEAK,1612137600000,NJY,76.2,Zone J
ONPEAK,1614556800000,NJY,48.95,Zone J
ONPEAK,1617235200000,NJY,41.3,Zone J
ONPEAK,1619827200000,NJY,39.75,Zone J
ONPEAK,1622505600000,NJY,40.95,Zone J
ONPEAK,1625097600000,NJY,52.65,Zone J
ONPEAK,1627776000000,NJY,48.8,Zone J
ONPEAK,1630454400000,NJY,41.15,Zone J
ONPEAK,1633046400000,NJY,38.05,Zone J
ONPEAK,1635724800000,NJY,40.25,Zone J
ONPEAK,1638316800000,NJY,55.2,Zone J
ONPEAK,1640995200000,NJY,90.4,Zone J
ONPEAK,1643673600000,NJY,85.35,Zone J
ONPEAK,1646092800000,NJY,55.15,Zone J
OFFPEAK,1554076800000,NOP,29.2,Nepool
OFFPEAK,1556668800000,NOP,21.8,Nepool
OFFPEAK,1559347200000,NOP,24.2,Nepool
OFFPEAK,1561939200000,NOP,28.45,Nepool
OFFPEAK,1564617600000,NOP,26.7,Nepool
OFFPEAK,1567296000000,NOP,24.65,Nepool
OFFPEAK,1569888000000,NOP,26.6,Nepool
OFFPEAK,1572566400000,NOP,37.4,Nepool
OFFPEAK,1575158400000,NOP,56.05,Nepool
OFFPEAK,1577836800000,NOP,68.55,Nepool
OFFPEAK,1580515200000,NOP,67.1,Nepool
OFFPEAK,1583020800000,NOP,43.75,Nepool
OFFPEAK,1585699200000,NOP,28.8,Nepool
OFFPEAK,1588291200000,NOP,24.5,Nepool
OFFPEAK,1590969600000,NOP,24.1,Nepool
OFFPEAK,1593561600000,NOP,27.35,Nepool
OFFPEAK,1596240000000,NOP,26.9,Nepool
OFFPEAK,1598918400000,NOP,23.15,Nepool
OFFPEAK,1601510400000,NOP,23.85,Nepool
OFFPEAK,1604188800000,NOP,34.15,Nepool
OFFPEAK,1606780800000,NOP,54.5,Nepool
OFFPEAK,1609459200000,NOP,69.1,Nepool
OFFPEAK,1612137600000,NOP,66.75,Nepool
OFFPEAK,1614556800000,NOP,42.85,Nepool
OFFPEAK,1617235200000,NOP,26.85,Nepool
OFFPEAK,1619827200000,NOP,24,Nepool
OFFPEAK,1622505600000,NOP,24.1,Nepool
OFFPEAK,1625097600000,NOP,26.95,Nepool
OFFPEAK,1627776000000,NOP,26,Nepool
OFFPEAK,1630454400000,NOP,23.2,Nepool
OFFPEAK,1633046400000,NOP,23.65,Nepool
OFFPEAK,1635724800000,NOP,30.1,Nepool
OFFPEAK,1638316800000,NOP,51.4,Nepool
OFFPEAK,1640995200000,NOP,67.6,Nepool
OFFPEAK,1643673600000,NOP,65.35,Nepool
OFFPEAK,1646092800000,NOP,45,Nepool
OFFPEAK,1554076800000,SEB,23.44,South
OFFPEAK,1556668800000,SEB,22.45,South
OFFPEAK,1559347200000,SEB,25.23,South
OFFPEAK,1561939200000,SEB,34.1,South
OFFPEAK,1564617600000,SEB,36.04,South
OFFPEAK,1567296000000,SEB,24.23,South
OFFPEAK,1569888000000,SEB,20.81,South
OFFPEAK,1572566400000,SEB,20.15,South
OFFPEAK,1575158400000,SEB,21.27,South
OFFPEAK,1577836800000,SEB,22.22,South
OFFPEAK,1580515200000,SEB,21.82,South
OFFPEAK,1583020800000,SEB,21.21,South
OFFPEAK,1585699200000,SEB,20.4,South
OFFPEAK,1588291200000,SEB,20.22,South
OFFPEAK,1590969600000,SEB,22.35,South
OFFPEAK,1593561600000,SEB,27.53,South
OFFPEAK,1596240000000,SEB,28.54,South
OFFPEAK,1598918400000,SEB,22.98,South
OFFPEAK,1601510400000,SEB,18.53,South
OFFPEAK,1604188800000,SEB,18.43,South
OFFPEAK,1606780800000,SEB,19.58,South
OFFPEAK,1609459200000,SEB,21.87,South
OFFPEAK,1612137600000,SEB,21.31,South
OFFPEAK,1614556800000,SEB,19.81,South
OFFPEAK,1617235200000,SEB,19.12,South
OFFPEAK,1619827200000,SEB,19.68,South
OFFPEAK,1622505600000,SEB,20.55,South
OFFPEAK,1625097600000,SEB,23.95,South
OFFPEAK,1627776000000,SEB,25.16,South
OFFPEAK,1630454400000,SEB,20.6,South
OFFPEAK,1633046400000,SEB,18.85,South
OFFPEAK,1635724800000,SEB,19.35,South
OFFPEAK,1638316800000,SEB,20.61,South
OFFPEAK,1640995200000,SEB,20.19,South
OFFPEAK,1643673600000,SEB,19.75,South
OFFPEAK,1646092800000,SEB,19.14,South
OFFPEAK,1554076800000,WEB,17.2,West
OFFPEAK,1556668800000,WEB,16.4,West
OFFPEAK,1559347200000,WEB,21.38,West
OFFPEAK,1561939200000,WEB,31.07,West
OFFPEAK,1564617600000,WEB,32.84,West
OFFPEAK,1567296000000,WEB,22.52,West
OFFPEAK,1569888000000,WEB,15.99,West
OFFPEAK,1572566400000,WEB,15.34,West
OFFPEAK,1575158400000,WEB,16.5,West
OFFPEAK,1577836800000,WEB,19.25,West
OFFPEAK,1580515200000,WEB,18.82,West
OFFPEAK,1583020800000,WEB,16.45,West
OFFPEAK,1585699200000,WEB,15.48,West
OFFPEAK,1588291200000,WEB,15.59,West
OFFPEAK,1590969600000,WEB,18.56,West
OFFPEAK,1593561600000,WEB,24.82,West
OFFPEAK,1596240000000,WEB,25.1,West
OFFPEAK,1598918400000,WEB,19.11,West
OFFPEAK,1601510400000,WEB,13.99,West
OFFPEAK,1604188800000,WEB,14.1,West
OFFPEAK,1606780800000,WEB,15.62,West
OFFPEAK,1609459200000,WEB,17.96,West
OFFPEAK,1612137600000,WEB,17.4,West
OFFPEAK,1614556800000,WEB,14.81,West
OFFPEAK,1617235200000,WEB,13.99,West
OFFPEAK,1619827200000,WEB,14.81,West
OFFPEAK,1622505600000,WEB,16.42,West
OFFPEAK,1625097600000,WEB,21.03,West
OFFPEAK,1627776000000,WEB,21.54,West
OFFPEAK,1630454400000,WEB,16.47,West
OFFPEAK,1633046400000,WEB,14.03,West
OFFPEAK,1635724800000,WEB,14.7,West
OFFPEAK,1638316800000,WEB,16.32,West
OFFPEAK,1640995200000,WEB,16.13,West
OFFPEAK,1643673600000,WEB,15.71,West
OFFPEAK,1646092800000,WEB,13.88,West
ONPEAK,1554076800000,ZBB,29.85,Zone B
ONPEAK,1556668800000,ZBB,24.2,Zone B
ONPEAK,1559347200000,ZBB,27.35,Zone B
ONPEAK,1561939200000,ZBB,38.15,Zone B
ONPEAK,1564617600000,ZBB,35.7,Zone B
ONPEAK,1567296000000,ZBB,31.15,Zone B
ONPEAK,1569888000000,ZBB,25.15,Zone B
ONPEAK,1572566400000,ZBB,26.05,Zone B
ONPEAK,1575158400000,ZBB,32.45,Zone B
ONPEAK,1577836800000,ZBB,48.4,Zone B
ONPEAK,1580515200000,ZBB,46,Zone B
ONPEAK,1583020800000,ZBB,29.45,Zone B
ONPEAK,1585699200000,ZBB,28.2,Zone B
ONPEAK,1588291200000,ZBB,30.85,Zone B
ONPEAK,1590969600000,ZBB,34.3,Zone B
ONPEAK,1593561600000,ZBB,45.55,Zone B
ONPEAK,1596240000000,ZBB,42.5,Zone B
ONPEAK,1598918400000,ZBB,33.3,Zone B
ONPEAK,1601510400000,ZBB,26.25,Zone B
ONPEAK,1604188800000,ZBB,25.9,Zone B
ONPEAK,1606780800000,ZBB,30.05,Zone B
ONPEAK,1609459200000,ZBB,50.2,Zone B
ONPEAK,1612137600000,ZBB,47.05,Zone B
ONPEAK,1614556800000,ZBB,32.8,Zone B
ONPEAK,1617235200000,ZBB,29.4,Zone B
ONPEAK,1619827200000,ZBB,33.45,Zone B
ONPEAK,1622505600000,ZBB,36.35,Zone B
ONPEAK,1625097600000,ZBB,48.05,Zone B
ONPEAK,1627776000000,ZBB,44.6,Zone B
ONPEAK,1630454400000,ZBB,34.85,Zone B
ONPEAK,1633046400000,ZBB,28.05,Zone B
ONPEAK,1635724800000,ZBB,27.9,Zone B
ONPEAK,1638316800000,ZBB,32.1,Zone B
ONPEAK,1640995200000,ZBB,51.15,Zone B
ONPEAK,1643673600000,ZBB,48.1,Zone B
ONPEAK,1646092800000,ZBB,34.5,Zone B
OFFPEAK,1554076800000,ZBD,20.2,Zone B
OFFPEAK,1556668800000,ZBD,17.25,Zone B
OFFPEAK,1559347200000,ZBD,19.65,Zone B
OFFPEAK,1561939200000,ZBD,24.7,Zone B
OFFPEAK,1564617600000,ZBD,22.6,Zone B
OFFPEAK,1567296000000,ZBD,19.2,Zone B
OFFPEAK,1569888000000,ZBD,18.25,Zone B
OFFPEAK,1572566400000,ZBD,19.3,Zone B
OFFPEAK,1575158400000,ZBD,22.85,Zone B
OFFPEAK,1577836800000,ZBD,38.9,Zone B
OFFPEAK,1580515200000,ZBD,35.7,Zone B
OFFPEAK,1583020800000,ZBD,25.45,Zone B
OFFPEAK,1585699200000,ZBD,18.55,Zone B
OFFPEAK,1588291200000,ZBD,18.75,Zone B
OFFPEAK,1590969600000,ZBD,18.6,Zone B
OFFPEAK,1593561600000,ZBD,25.65,Zone B
OFFPEAK,1596240000000,ZBD,24,Zone B
OFFPEAK,1598918400000,ZBD,19,Zone B
OFFPEAK,1601510400000,ZBD,17.45,Zone B
OFFPEAK,1604188800000,ZBD,17.9,Zone B
OFFPEAK,1606780800000,ZBD,21.9,Zone B
OFFPEAK,1609459200000,ZBD,41.5,Zone B
OFFPEAK,1612137600000,ZBD,37.85,Zone B
OFFPEAK,1614556800000,ZBD,26.35,Zone B
OFFPEAK,1617235200000,ZBD,19.15,Zone B
OFFPEAK,1619827200000,ZBD,19.35,Zone B
OFFPEAK,1622505600000,ZBD,20.15,Zone B
OFFPEAK,1625097600000,ZBD,26.8,Zone B
OFFPEAK,1627776000000,ZBD,24.9,Zone B
OFFPEAK,1630454400000,ZBD,20.25,Zone B
OFFPEAK,1633046400000,ZBD,17.85,Zone B
OFFPEAK,1635724800000,ZBD,18.3,Zone B
OFFPEAK,1638316800000,ZBD,22.6,Zone B
OFFPEAK,1640995200000,ZBD,42.05,Zone B
OFFPEAK,1643673600000,ZBD,38.35,Zone B
OFFPEAK,1646092800000,ZBD,28.3,Zone B
ONPEAK,1554076800000,ZCB,30.65,Zone C
ONPEAK,1556668800000,ZCB,25.5,Zone C
ONPEAK,1559347200000,ZCB,28.9,Zone C
ONPEAK,1561939200000,ZCB,35.35,Zone C
ONPEAK,1564617600000,ZCB,32.1,Zone C
ONPEAK,1567296000000,ZCB,31.05,Zone C
ONPEAK,1569888000000,ZCB,28.75,Zone C
ONPEAK,1572566400000,ZCB,29.55,Zone C
ONPEAK,1575158400000,ZCB,37.25,Zone C
ONPEAK,1577836800000,ZCB,51.85,Zone C
ONPEAK,1580515200000,ZCB,47.35,Zone C
ONPEAK,1583020800000,ZCB,31.8,Zone C
ONPEAK,1585699200000,ZCB,29.7,Zone C
ONPEAK,1588291200000,ZCB,29.35,Zone C
ONPEAK,1590969600000,ZCB,31.25,Zone C
ONPEAK,1593561600000,ZCB,39.55,Zone C
ONPEAK,1596240000000,ZCB,34.8,Zone C
ONPEAK,1598918400000,ZCB,30.9,Zone C
ONPEAK,1601510400000,ZCB,27.25,Zone C
ONPEAK,1604188800000,ZCB,28.6,Zone C
ONPEAK,1606780800000,ZCB,32.9,Zone C
ONPEAK,1609459200000,ZCB,53.75,Zone C
ONPEAK,1612137600000,ZCB,48.5,Zone C
ONPEAK,1614556800000,ZCB,35.2,Zone C
ONPEAK,1617235200000,ZCB,31,Zone C
ONPEAK,1619827200000,ZCB,31.7,Zone C
ONPEAK,1622505600000,ZCB,33.35,Zone C
ONPEAK,1625097600000,ZCB,42.15,Zone C
ONPEAK,1627776000000,ZCB,36.95,Zone C
ONPEAK,1630454400000,ZCB,32.3,Zone C
ONPEAK,1633046400000,ZCB,29.15,Zone C
ONPEAK,1635724800000,ZCB,30.65,Zone C
ONPEAK,1638316800000,ZCB,35.05,Zone C
ONPEAK,1640995200000,ZCB,57,Zone C
ONPEAK,1643673600000,ZCB,51.55,Zone C
ONPEAK,1646092800000,ZCB,38.5,Zone C
OFFPEAK,1554076800000,ZCD,19.95,Zone C
OFFPEAK,1556668800000,ZCD,17.15,Zone C
OFFPEAK,1559347200000,ZCD,19.7,Zone C
OFFPEAK,1561939200000,ZCD,23.7,Zone C
OFFPEAK,1564617600000,ZCD,21.7,Zone C
OFFPEAK,1567296000000,ZCD,19.35,Zone C
OFFPEAK,1569888000000,ZCD,18.4,Zone C
OFFPEAK,1572566400000,ZCD,20.1,Zone C
OFFPEAK,1575158400000,ZCD,24.35,Zone C
OFFPEAK,1577836800000,ZCD,39.75,Zone C
OFFPEAK,1580515200000,ZCD,36.4,Zone C
OFFPEAK,1583020800000,ZCD,26.05,Zone C
OFFPEAK,1585699200000,ZCD,19.2,Zone C
OFFPEAK,1588291200000,ZCD,18.9,Zone C
OFFPEAK,1590969600000,ZCD,18.9,Zone C
OFFPEAK,1593561600000,ZCD,24.2,Zone C
OFFPEAK,1596240000000,ZCD,23.5,Zone C
OFFPEAK,1598918400000,ZCD,19,Zone C
OFFPEAK,1601510400000,ZCD,18.2,Zone C
OFFPEAK,1604188800000,ZCD,18.8,Zone C
OFFPEAK,1606780800000,ZCD,23.55,Zone C
OFFPEAK,1609459200000,ZCD,42.55,Zone C
OFFPEAK,1612137600000,ZCD,38.8,Zone C
OFFPEAK,1614556800000,ZCD,27.1,Zone C
OFFPEAK,1617235200000,ZCD,19.9,Zone C
OFFPEAK,1619827200000,ZCD,19.5,Zone C
OFFPEAK,1622505600000,ZCD,20.6,Zone C
OFFPEAK,1625097600000,ZCD,25.45,Zone C
OFFPEAK,1627776000000,ZCD,24.5,Zone C
OFFPEAK,1630454400000,ZCD,20.75,Zone C
OFFPEAK,1633046400000,ZCD,18.7,Zone C
OFFPEAK,1635724800000,ZCD,19.3,Zone C
OFFPEAK,1638316800000,ZCD,24.4,Zone C
OFFPEAK,1640995200000,ZCD,44.8,Zone C
OFFPEAK,1643673600000,ZCD,40.85,Zone C
OFFPEAK,1646092800000,ZCD,30.2,Zone C
ONPEAK,1554076800000,ZEB,26.5,Zone E
ONPEAK,1556668800000,ZEB,20.8,Zone E
ONPEAK,1559347200000,ZEB,23.05,Zone E
ONPEAK,1561939200000,ZEB,35.1,Zone E
ONPEAK,1564617600000,ZEB,32,Zone E
ONPEAK,1567296000000,ZEB,26.75,Zone E
ONPEAK,1569888000000,ZEB,23,Zone E
ONPEAK,1572566400000,ZEB,23.85,Zone E
ONPEAK,1575158400000,ZEB,30.45,Zone E
ONPEAK,1577836800000,ZEB,47.4,Zone E
ONPEAK,1580515200000,ZEB,45,Zone E
ONPEAK,1583020800000,ZEB,28.45,Zone E
ONPEAK,1585699200000,ZEB,27.2,Zone E
ONPEAK,1588291200000,ZEB,29.85,Zone E
ONPEAK,1590969600000,ZEB,33.3,Zone E
ONPEAK,1593561600000,ZEB,44.55,Zone E
ONPEAK,1596240000000,ZEB,41.5,Zone E
ONPEAK,1598918400000,ZEB,32.3,Zone E
ONPEAK,1601510400000,ZEB,25.25,Zone E
ONPEAK,1604188800000,ZEB,24.9,Zone E
ONPEAK,1606780800000,ZEB,29.05,Zone E
ONPEAK,1609459200000,ZEB,48.55,Zone E
ONPEAK,1612137600000,ZEB,45.4,Zone E
ONPEAK,1614556800000,ZEB,31.35,Zone E
ONPEAK,1617235200000,ZEB,28,Zone E
ONPEAK,1619827200000,ZEB,31.8,Zone E
ONPEAK,1622505600000,ZEB,34.1,Zone E
ONPEAK,1625097600000,ZEB,46.4,Zone E
ONPEAK,1627776000000,ZEB,43.05,Zone E
ONPEAK,1630454400000,ZEB,32.6,Zone E
ONPEAK,1633046400000,ZEB,26.7,Zone E
ONPEAK,1635724800000,ZEB,26.5,Zone E
ONPEAK,1638316800000,ZEB,30.65,Zone E
ONPEAK,1640995200000,ZEB,48.85,Zone E
ONPEAK,1643673600000,ZEB,45.85,Zone E
ONPEAK,1646092800000,ZEB,32.65,Zone E
OFFPEAK,1554076800000,ZED,21.75,Zone E
OFFPEAK,1556668800000,ZED,17.9,Zone E
OFFPEAK,1559347200000,ZED,21.25,Zone E
OFFPEAK,1561939200000,ZED,26.3,Zone E
OFFPEAK,1564617600000,ZED,24.2,Zone E
OFFPEAK,1567296000000,ZED,20.75,Zone E
OFFPEAK,1569888000000,ZED,19.8,Zone E
OFFPEAK,1572566400000,ZED,20.85,Zone E
OFFPEAK,1575158400000,ZED,24.45,Zone E
OFFPEAK,1577836800000,ZED,40.5,Zone E
OFFPEAK,1580515200000,ZED,37.3,Zone E
OFFPEAK,1583020800000,ZED,27,Zone E
OFFPEAK,1585699200000,ZED,20.15,Zone E
OFFPEAK,1588291200000,ZED,20.35,Zone E
OFFPEAK,1590969600000,ZED,20.15,Zone E
OFFPEAK,1593561600000,ZED,27.25,Zone E
OFFPEAK,1596240000000,ZED,25.6,Zone E
OFFPEAK,1598918400000,ZED,20.6,Zone E
OFFPEAK,1601510400000,ZED,19,Zone E
OFFPEAK,1604188800000,ZED,19.5,Zone E
OFFPEAK,1606780800000,ZED,23.5,Zone E
OFFPEAK,1609459200000,ZED,43.1,Zone E
OFFPEAK,1612137600000,ZED,39.45,Zone E
OFFPEAK,1614556800000,ZED,27.9,Zone E
OFFPEAK,1617235200000,ZED,20.75,Zone E
OFFPEAK,1619827200000,ZED,21.15,Zone E
OFFPEAK,1622505600000,ZED,21.75,Zone E
OFFPEAK,1625097600000,ZED,28.4,Zone E
OFFPEAK,1627776000000,ZED,26.5,Zone E
OFFPEAK,1630454400000,ZED,21.85,Zone E
OFFPEAK,1633046400000,ZED,19.4,Zone E
OFFPEAK,1635724800000,ZED,19.85,Zone E
OFFPEAK,1638316800000,ZED,24.2,Zone E
OFFPEAK,1640995200000,ZED,44.1,Zone E
OFFPEAK,1643673600000,ZED,40.4,Zone E
OFFPEAK,1646092800000,ZED,30.2,Zone E
ONPEAK,1554076800000,ZFB,34.6,Zone F
ONPEAK,1556668800000,ZFB,27.7,Zone F
ONPEAK,1559347200000,ZFB,30.45,Zone F
ONPEAK,1561939200000,ZFB,38.85,Zone F
ONPEAK,1564617600000,ZFB,34.95,Zone F
ONPEAK,1567296000000,ZFB,31.25,Zone F
ONPEAK,1569888000000,ZFB,30.25,Zone F
ONPEAK,1572566400000,ZFB,36.5,Zone F
ONPEAK,1575158400000,ZFB,51.05,Zone F
ONPEAK,1577836800000,ZFB,74.3,Zone F
ONPEAK,1580515200000,ZFB,69.4,Zone F
